"alg-geom/9611005","Harry Tamvakis","Harry Tamvakis","Bott-Chern Forms and Arithmetic Intersections","22 pages, LaTex, fonts corrected, to appear in L'Enseignement
  Mathematique",,,,"alg-geom math.AG",,"  Let \E : 0 --> S --> E --> Q --> 0 be a short exact sequence of hermitian
vector bundles with metrics on S and Q induced from that on E. We compute the
Bott-Chern form of \E corresponding to any characteristic class, assuming E is
projectively flat. The result is used to obtain a new presentation of the
Arakelov Chow ring of the arithmetic grassmannian.
","[{""version"":""v1"",""created"":""Wed, 6 Nov 1996 18:42:51 GMT""},{""version"":""v2"",""created"":""Sat, 9 Nov 1996 20:52:02 GMT""}]","2008-02-03"
"astro-ph/9611050","Konrad Kuijken","Konrad Kuijken (Kapteyn Institute)","Interactions Between Massive Dark Halos And Warped Disks","8 pages, Latex, 3 figures included, uses paspconf.sty macros. Talk
  presented at ""Dark Matter 1996: Dark and Visible Matter in Galaxies and
  Cosmological Implications.""",,,,"astro-ph",,"  The normal mode theory for warping of galaxy disks, in which disks are
assumed to be tilted with respect to the equator of a massive, flattened dark
halo, assumes a rigid, fixed halo. However, consideration of the back-reaction
by a misaligned disk on a massive particle halo shows there to be strong
coupling leading to efficient damping (or in some circumstances excitation) of
the misalignment, and hence the warp. We therefore discuss possible alternative
explanations of the warp phenomenon, with emphasis on the effect of a
responsive, gravitationally live massive galactic halo.
","[{""version"":""v1"",""created"":""Wed, 6 Nov 1996 16:40:12 GMT""}]","2007-05-23"
"astro-ph/9611051","Paul L. Schechter","P. L. Schechter, C. D. Bailyn, R. Barr, R. Barvainis, C. M. Becker, G.
  M. Bernstein, J. P. Blakeslee, S. J. Bus, A. Dressler, E. E. Falco, R. A.
  Fesen, P. Fischer, K. Gebhardt, D. Harmer, J. N. Hewitt, J. Hjorth, T. Hurt,
  A. O. Jaunsen, M. Mateo, D. Mehlert, D. O. Richstone, L. S. Sparke, J. R.
  Thorstensen, J. L. Tonry, G. Wegner, D. W. Willmarth and G. Worthey","The Quadruple Gravitational Lens PG1115+080: Time Delays and Models","Submitted to Ap. J. Letters (Received 96 September 9); 14 pages
  including figures; uses aaspp4.sty (included); also available (with
  supplementary figures and tables) at
  http://arcturus.mit.edu/~schech/pg1115.html","Astrophys.J. 475 (1997) L85-L88","10.1086/310478",,"astro-ph",,"  Optical photometry is presented for the quadruple gravitational lens
PG1115+080. A preliminary reduction of data taken from November 1995 to June
1996 gives component ``C'' leading component ``B'' by 23.7+/-3.4 days and
components ``A1'' and ``A2'' by 9.4 days. A range of models has been fit to the
image positions, none of which gives an adequate fit. The best fitting and most
physically plausible of these, taking the lensing galaxy and the associated
group of galaxies to be singular isothermal spheres, gives a Hubble constant of
42 km/s/Mpc for Omega=1, with an observational uncertainty of 14%, as computed
from the B-C time delay measurement. Taking the lensing galaxy to have an
approximately E5 isothermal mass distribution yields H0=64 km/sec/Mpc while
taking the galaxy to be a point mass gives H0=84 km/sec/Mpc. The former gives a
particularly bad fit to the position of the lensing galaxy, while the latter is
inconsistent with measurements of nearby galaxy rotation curves. Constraints on
these and other possible models are expected to improve with planned HST
observations.
","[{""version"":""v1"",""created"":""Wed, 6 Nov 1996 22:16:57 GMT""}]","2007-05-23"
"astro-ph/9611052","Kathryn Perrett","K. M. Perrett, D. A. Hanes, S. T. Butterworth, JJ Kavelaars, D.
  Geisler, W. E. Harris","The Globular Cluster Systems of NGC 1400 and NGC 1407","14 pages (AASTeX), 3 postscript figures, submitted to the
  Astronomical Journal",,"10.1086/118309",,"astro-ph",,"  The two brightest elliptical galaxies in the Eridanus A group, NGC 1400 and
NGC 1407, have been observed in both the Washington T_1 and Kron-Cousins I
filters to obtain photometry of their globular cluster systems (GCSs). This
group of galaxies is of particular interest due to its exceptionally high M/L
value, previously estimated at ~3000h, making this cluster highly
dark-matter-dominated. NGC 1400's radial velocity (549 km/s) is extremely low
compared to that of the central galaxy of Eridanus A (NGC 1407 with $v_\odot$ =
1766 km/s) and the other members of the system, suggesting that it is a
foreground galaxy projected by chance onto the cluster. Using the shapes of the
globular cluster luminosity functions, however, we derive distances of 17.6 +/-
3.1 Mpc to NGC 1407 and 25.4 +/- 7.0 Mpc to NGC 1400. These results support
earlier conclusions that NGC 1400 is at the distance of Eridanus A and
therefore has a large peculiar velocity. Specific frequencies are also derived
for these galaxies, yielding values of S_N = 4.0 +/- 1.3 for NGC 1407 and S_N =
5.2 +/- 2.0 for NGC 1400. In this and other respects, these two galaxies have
GCSs which are consistent with those observed in other galaxies.
","[{""version"":""v1"",""created"":""Wed, 6 Nov 1996 22:44:44 GMT""}]","2009-10-28"
"astro-ph/9611053","Rupert Croft","Rupert A. C. Croft, David H. Weinberg (Ohio State), Neal Katz (U of
  Washington, U Mass) and Lars Hernquist (UC Santa Cruz)","Intergalactic Helium Absorption in Cold Dark Matter Models","Accepted for publication in ApJ, 36 pages, LaTeX (aaspp4), 12
  figures. Changes include addition of more information on statistical
  uncertainties and on the adopted UV background. Also available at
  http://www-astronomy.mps.ohio-state.edu/~racc/",,"10.1086/304723",,"astro-ph",,"  Observations from the HUT and the HST have recently detected HeII absorption
along the lines of sight to two high redshift quasars. We use cosmological
simulations with gas dynamics to investigate HeII absorption in the cold dark
matter (CDM) theory of structure formation. We consider two Omega=1 CDM models
with different normalizations and one Omega_0=0.4 CDM model, all incorporating
the photoionizing UV background spectrum computed by Haardt & Madau (1996). The
simulated gas distribution, combined with the H&M spectral shape, accounts for
the relative observed values of taubar_HI and taubar_HeII, the effective mean
optical depths for HI and HeII absorption. If the background intensity is as
high as H&M predict, then matching the absolute values of taubar_HI and
taubar_HeII requires a baryon abundance larger (by factors between 1.5 and 3
for the various CDM models) than our assumed value of Omega_b h^2=0.0125. The
simulations reproduce the evolution of taubar_heII over the observed redshift
range, 2.2 < z < 3.3, if the HeII photoionization rate remains roughly
constant. HeII absorption in the CDM simulations is produced by a diffuse,
fluctuating, intergalactic medium, which also gives rise to the HI ly-alpha
forest. Much of the HeII opacity arises in underdense regions where the HI
optical depth is very low. We compute statistical properties of the HeII and HI
absorption that can be used to test the CDM models and distinguish them from an
alternative scenario in which the HeII absorption is caused by discrete,
compact clouds. The CDM scenario predicts that a substantial amount of baryonic
material resides in underdense regions at high redshift. HeII absorption is the
only sensitive probe of such extremely diffuse, intergalactic gas, so it can
provide a vital test of this fundamental prediction.
","[{""version"":""v1"",""created"":""Thu, 7 Nov 1996 03:58:13 GMT""},{""version"":""v2"",""created"":""Mon, 26 May 1997 06:53:04 GMT""}]","2009-10-28"
"astro-ph/9611054","M. H. van Kerkwijk","M. H. van Kerkwijk (Dept. of Astronomy, Caltech)","Unique White Dwarfs Accompanying Recycled Pulsars","6 pages of text and 2 figures, LaTeX using crckapb.sty (included) and
  psfig.sty. To appear in Proc. 10th European Workshop on white dwarfs (Eds.
  Isern, Hernanz, & Garcia-Berro)",,"10.1007/978-94-011-5542-7_56",,"astro-ph",,"  I introduce the two classes of pulsar, white-dwarf binaries, and describe for
each what we have learned from a specific system, PSR J1012+5307 and PSR
B0655+64, respectively, summarising what has been done, presenting new results,
and discussing what the future may hold. Briefly, for the companion of PSR
J1012+5307 we find a DA spectrum, and infer a mass of about 0.16Msun, the
lowest among all spectroscopically identified white dwarfs. Combined with a
radial-velocity orbit, a neutron-star mass between 1.5 and 3.2Msun (95% conf.)
is derived. The companion of PSR B0655+64 shows strong Swan C2 bands, i.e., it
is a DQ star. Unlike anything reported for other DQs, however, it shows
variations in strength of the bands by a factor two. Most likely, the
variations are periodic, with a period of about 9.7h. This is substantially
shorter than the 1-day orbital period, which can likely be understood in terms
of its past evolution.
","[{""version"":""v1"",""created"":""Thu, 7 Nov 1996 08:21:32 GMT""}]","2016-11-03"
"astro-ph/9611055","Username","V.P.Reshetnikov (Astronomical Institute of St.Petersburg State
  University, Russia)","Candidate polar-ring galaxies in the Hubble Deep Field","5 pages, 7 figures, latex. Accepted for publication in the Astronomy
  and Astrophysics",,,,"astro-ph",,"  We discuss the properties of two peculiar galaxies (2-809 and 2-906) selected
in the Hubble Deep Field as possible candidates to high-redshift (Z about 1)
polar-ring galaxies. We found that the presence of polar-ring galaxies in a
random deep field gives some support for a galaxy interaction rate steeply
increasing with redshift.
","[{""version"":""v1"",""created"":""Thu, 7 Nov 1996 12:25:46 GMT""}]","2007-05-23"
"astro-ph/9611056","Maximilian Ruffert","M. Ruffert, M. Rampp, H.-Th. Janka (MPI fuer Astrophysik, Germany)","Coalescing neutron stars -- gravitational waves from polytropic models","17 pages including all figures. Accepted by A&A",,,"MPA report no 945","astro-ph",,"  The dynamics, time evolution of the mass distribution, and gravitational wave
signature of coalescing neutron stars described by polytropes are compared with
three simulations published previously: (a) ``Run 2'' of Zhuge et al. (1994),
(b) ``Model III'' of Shibata et al. (1992), and (c) ``Model A64'' of Ruffert et
al. (1996). We aim at studying the differences due to the use of different
numerical methods, different implementations of the gravitational wave
backreaction, and different equations of state. Comparison (a) confronts the
results of our grid-based PPM scheme with those from an SPH code. We found that
due to the lower numerical viscosity of the PPM code, the post-merging
oscillations and pulsations could be followed for a longer time and lead to
larger secondary and tertiary maxima of the gravitational wave luminosity. In
case (b) two grid based codes with the same backreaction formalism but
differing hydrodynamic integrators and different numerical resolution are
compared. Satisfactory agreement of the amplitude of the gravitational wave
luminosity is established, although due to the different initial conditions a
small time delay develops in the onset of the dynamical instability. In (c) we
find that using a polytropic equation of state instead of the high-density
equation of state of Lattimer & Swesty (1991) does not change the overall
dynamical evolution of the merger and yields agreement of the gravitational
wave signature to within 20% accuracy. However, differences of the structure
and evolution of the outer layers of the neutron stars are present, which has
important implications for questions like mass loss and disk formation during
the merging of binary neutron stars.
","[{""version"":""v1"",""created"":""Thu, 7 Nov 1996 13:23:25 GMT""}]","2007-05-23"
"astro-ph/9611057","Andrew P. Gould","Andrew Gould","Measuring the Rotation Speed of Giant Stars From Gravitational
  Microlensing","11 pages including 1 embedded figure",,"10.1086/304244","OSU-TA-29/95","astro-ph",,"  During some gravitational lensing events, the lens transits the face of the
star. This causes a shift in the apparent radial velocity of the star which is
proportional to its rotation speed. It also changes the magnification relative
to what would be expected for a point source. By measuring both effects, one
can determine the rotation parameter $v\sin i$. The method is especially useful
for K giant stars because these have turbulent velocities that are typically
large compared with their rotation speed. By making a series of radial velocity
measurements, one can typically determine $v\sin i$ to the same accuracy as the
individual radial velocity measurements. There are approximately 10
microlensing transit events per year which would be suitable to make these
measurements.
","[{""version"":""v1"",""created"":""Thu, 7 Nov 1996 15:02:03 GMT""}]","2009-10-28"
"astro-ph/9611058","Mordecai-Mark Mac Low","Mark J. McCaughrean and Mordecai-Mark Mac Low (MPI Astronomy,
  Heidelberg, Germany)","The OMC-1 molecular hydrogen outflow as a fragmented stellar wind bubble","21 pages, 5 figures, in press (Astron. J., 1997 January), uses
  aasms4.sty, also available at
  http://www.mpia-hd.mpg.de/MPIA/Projects/THEORY/preprints.html#maclow",,"10.1086/118261",,"astro-ph",,"  We present new images of the OMC-1 molecular hydrogen outflow, made using
long-slit spectroscopy in order to accurately subtract the underlying continuum
emission. These images reveal an extremely clumpy, quasi-spherical inner shell
that breaks up at larger radii into bow-shocks and trailing wakes in the
north-west, as originally described by Allen & Burton (1993); a fainter
counter-finger to the south-east is newly discovered in the present data. While
the outflow appears to be broadly bipolar, this is probably due to an
interaction between an initially spherical wind from the source and a
large-scale density enhancement surrounding it, rather than direct collimation
imposed close to the source. The clumpy appearance of the inner shell confirms
the prediction of the recent model of Stone, Xu, & Mundy (1995), in which a
spherical and time-varying wind fragments a swept-up shell, producing
high-velocity shrapnel, which in turn drives bow-shocks into the surrounding
gas, resulting in the observed ""fingers"". As an alternative to the single
varying source proposed by Stone et al., we speculate that several young
sources in the BN-KL cluster may have been responsible for first sweeping up
the shell and then fragmenting it.
","[{""version"":""v1"",""created"":""Thu, 7 Nov 1996 15:23:29 GMT""}]","2009-10-28"
