"astro-ph/9610042","Jai-chan Hwang","J. Hwang","Roles of a coherent scalar field on the evolution of cosmic structures","4 pages, revtex, no figures, discussion revised","Phys.Lett. B401 (1997) 241-246","10.1016/S0370-2693(97)00400-0",,"astro-ph gr-qc",,"  A coherently oscillating scalar field, an axion as an example, is known to
behave as a cold dark matter. The arguments were usually made in the Newtonian
context. Ratra proved the case in relativistic context using the synchronous
gauge. In this paper we present another proof based on a more suitable gauge
choice, the uniform-curvature gauge, which fits the problem. By a proper time
averaging the perturbed oscillating scalar field behaves as a cold dark matter
on the relevant scales including the superhorizon scale.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 05:09:40 GMT""},{""version"":""v2"",""created"":""Wed, 9 Oct 1996 01:47:33 GMT""}]","2009-10-28"
"astro-ph/9610043","Jerry Kriss","Gerard A. Kriss (Johns Hopkins University)","Resolving the C IV and Mg II Absorption in NGC 4151","4 pages, 2 PostScript files, uses paspconf.sty. To appear in the
  proceedings of the GHRS Science Symposium, September 1996, J.C. Brandt, C.C.
  Petersen, and T.B. Ake, eds",,,,"astro-ph",,"  Observations of the C IV and Mg II absorption lines in the Seyfert 1 galaxy
NGC 4151 obtained with the GHRS in October 1994 are presented. The data from
the STScI archive show multiple broad and narrow components in both species. In
addition to Galactic absorption, four narrow and four broad systems associated
with NGC 4151 are identified. Two broad systems dominate the total equivalent
width, and their mean blueshift and width are comparable to the broad Lyman
line and continuum absorption seen in far-UV spectra from the Hopkins
Ultraviolet Telescope. Narrow-line C IV emission is present on the red side of
the broadest absorption trough, and narrow absorption at the systemic velocity
of NGC 4151, presumably in its own ISM, absorbs the core of the narrow emission
line. Strong Mg II absorption is present in all but two velocity systems.
Ratios relative to the corresponding C IV components suggest a low ionization
parameter for the absorbing gas: U ~ 1-3 x 10^{-3}. This makes none of the
identified UV absorption systems a good candidate for association with the warm
X-ray absorbing gas.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 13:27:58 GMT""}]","2007-05-23"
"astro-ph/9610044","Steven Weinberg","Steven Weinberg","Theories of the Cosmological Constant","10 pages, no figures. This is a plain LaTeX file. No special macros
  are needed",,,"UTTG-10-96","astro-ph gr-qc hep-ph",,"  This is a talk given at the conference ``Critical Dialogues in Cosmology'' at
Princeton University, June 24-- 27, 1996. It gives a brief summary of our
present theoretical understanding regarding the value of the cosmological
constant, and describes how to calculate the probability distribution of the
observed cosmological constant in cosmological theories with a large number of
subuniverses (i. e., different expanding regions, or different terms in the
wave function of the universe) in which this constant takes different values.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 13:57:22 GMT""}]","2016-08-30"
"chao-dyn/9610011","Hans Henrik Rugh","Hans Henrik Rugh","Intermittency and Regularized Fredholm Determinants","22 pages, LaTeX",,,"Warwick Preprints: 41/1996","chao-dyn nlin.CD",,"  We consider real-analytic maps of the interval $I=[0,1]$ which are expanding
everywhere except for a neutral fixed point at 0. We show that on a certain
function space the spectrum of the associated Perron-Frobenius operator ${\cal
M}$ has a decomposition $Sp ({\cal M}) = \sigma_c \cup \sigma_p$ where
$\sigma_c=[0,1]$ is the continuous spectrum of ${\cal M}$ and $\sigma_p$ is the
pure point spectrum with no points of accumulation outside 0 and 1. We
construct a regularized Fredholm determinant $d(\lambda)$ which has a
holomorphic extension to $\lambda \in C-\sigma_c$ and can be analytically
continued from each side of $\sigma_c$ to an open neighborhood of
$\sigma_c-{0,1}$ (on different Riemann sheets). In $C-\sigma_c$ the zero-set of
$d(\lambda)$ is in one-to-one correspondence with the point spectrum of ${\cal
M}$. Through the conformal transformation $\lambda(z) = 1/(4z) (1+z)^2$ the
function $d \circ \lambda(z)$ extends to a holomorphic function in a domain
which contains the unit disc.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 15:13:52 GMT""}]","2008-02-03"
"cond-mat/9610036","James P. Sethna","Olga Perkovic and James P. Sethna","Improved Magnetic Information Storage using Return-Point Memory","9 pages, 15 figures",,"10.1063/1.364088",,"cond-mat.mtrl-sci",,"  The traditional magnetic storage mechanisms (both analog and digital) apply
an external field signal H(t) to a hysteretic magnetic material, and read the
remanent magnetization M(t), which is (roughly) proportional to H(t). We
propose a new analog method of recovering the signal from the magnetic
material, making use of the shape of the hysteresis loop M(H). The field H,
``stored'' in a region with N domains or particles, can be recovered with
fluctuations of order 1/N using the new method - much superior to the 1/sqrt{N}
fluctuations in traditional analog storage.
","[{""version"":""v1"",""created"":""Sun, 6 Oct 1996 16:30:34 GMT""}]","2009-10-28"
"cond-mat/9610037","Leonid GLazman","Matthew P.A. Fisher, Leonid I. Glazman","Transport in a one-dimensional Luttinger liquid","20 pages, including 7 Postscript figures. Paper to be published in
  ""Mesoscopic Electron Transport"", edited by L. Kowenhoven, G. Schoen and L.
  Sohn, NATO ASI Series E, Kluwer Ac. Publ., Dordrecht",,,,"cond-mat.mes-hall",,"  In this paper we review recent theoretical results for transport in a
one-dimensional (1d) Luttinger liquid. For simplicity, we ignore electron spin,
and focus exclusively on the case of a single-mode. Moreover, we consider only
the effects of a single (or perhaps several) spatially localized impurities.
Even with these restrictions, the predicted behavior is very rich, and
strikingly different than for a 1d non-interacting electron gas. The method of
bosonization is reviewed, with an emphasis on physical motivation, rather than
mathematical rigor. Transport through a single impurity is reviewed from
several different perspectives, as a pinned strongly interacting ``Wigner""
crystal and in the limit of weak interactions. The existence of fractionally
charged quasiparticles is also revealed. Inter-edge tunnelling in the quantum
Hall effect, and charge fluctuations in a quantum dot under the conditions of
Coulomb blockade are considered as examples of the developed techniques.
","[{""version"":""v1"",""created"":""Sun, 6 Oct 1996 18:15:25 GMT""}]","2008-02-03"
"cond-mat/9610038","Kazuhiko Kuroki","Kazuhiko Kuroki, Takashi Kimura, Hideo Aoki","Quantum Monte Carlo study of the pairing correlation in the Hubbard
  ladder","10 pages, RevTeX, 5 figures in PostScript files",,"10.1103/PhysRevB.54.R15641",,"cond-mat.str-el",,"  An extensive Quantum Monte Carlo calculation is performed for the two-leg
Hubbard ladder model to clarify whether the singlet pairing correlation decays
slowly, which is predicted from the weak-coupling theory but controversial from
numerical studies. Our result suggests that the discreteness of energy levels
in finite systems affects the correlation enormously, where the enhanced
pairing correlation is indeed detected if we make the energy levels of the
bonding and anti-bonding bands lie close to each other at the Fermi level to
mimic the thermodynamic limit.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 01:58:03 GMT""}]","2009-10-28"
"cond-mat/9610039","Hemant Bokil","Hemant Bokil and Onuttom Narayan (University of California, Santa
  Cruz)","Flux penetration in slab shaped Type-I superconductors","4 pages, 2 figures, Fig 2.(b) available upon request from the
  authors, email - bokil@chopin.ucsc.edu",,"10.1103/PhysRevB.56.11195",,"cond-mat.supr-con",,"  We study the problem of flux penetration into type--I superconductors with
high demagnetization factor (slab geometry).Assuming that the interface between
the normal and superconducting regions is sharp, that flux diffuses rapidly in
the normal regions, and that thermal effects are negligible, we analyze the
process by which flux invades the sample as the applied field is increased
slowly from zero.We find that flux does not penetrate gradually.Rather there is
an instability in the process and the flux penetrates from the boundary in a
series of bursts, accompanied by the formation of isolated droplets of the
normal phase, leading to a multiply connected flux domain structure similar to
that seen in experiments.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 04:52:45 GMT""}]","2009-10-28"
"cond-mat/9610040","Walter Apel","W. Apel (1) and Yu. A. Bychkov (2,1) ((1) Physikalisch-Technische
  Bundesanstalt, Germany and (2) L.D. Landau Institute for Theoretical Physics,
  Russia)","Hopf term and the effective Lagrangian for the Skyrmions in a
  two-dimensional electron gas at small g-factor","4 pages, Latex","Phys. Rev. Lett. 78, 2188 (1997)","10.1103/PhysRevLett.78.2188",,"cond-mat.mes-hall",,"  We study interacting electrons in two dimensions moving in the lowest Landau
level under the condition that the Zeeman energy is much smaller than the
Coulomb energy and the filling factor is one. In this case, Skyrmion
quasiparticles play an important role. Here, we present a simple and
transparent derivation of the corresponding effective Lagrangian. In its
kinetic part, we find a non-zero Hopf term the prefactor of which we determine
rigorously. In the Hamiltonian part, we calculate, by means of a gradient
expansion, the Skyrmion-Skyrmion interaction completely up to fourth order in
spatial derivatives.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 06:38:39 GMT""}]","2009-10-28"
"cond-mat/9610042","Dr. Sriram Ramaswamy","Alex Levine, Sriram Ramaswamy, and Robijn Bruinsma","Nonequilibrium Fluctuations in Sedimenting Suspensions: A Dynamical
  Renormalization Group Theory","Four pages, revtex, two .eps files, uses epsf.sty",,,,"cond-mat.soft",,"  A nonlinear two-fluid stochastic hydrodynamical description of velocity and
concentration fluctuations in sedimenting suspensions is constructed, and
analyzed using self-consistent (SC) and renormalization group (RG) methods. The
advection of particles by velocity fluctuations is shown to be ``relevant'' in
all dimensions $d < 6$ . Both RG and SC analyses predict a strong reduction in
the dependence of velocity fluctuations on system-size $L$ relative to the
$L^{1/2}$ obtained in the linearized theory of Caflisch and Luke [Phys. Fluids
{\bf 28}, 785 (1985)]. This is an important step towards resolving a ten-year
old puzzle in the field.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 08:47:48 GMT""}]","2008-02-03"
"cond-mat/9610043","Walter Apel","Lothar Spies (1), Walter Apel (2), and Bernhard Kramer (1) ((1) U
  Hamburg, (2) PTB Braunschweig, Germany )","Exact density of states of a two-dimensional electron gas in a strong
  magnetic field and a long-range correlated random potential","4 pages, latex; 3 pictures in postscript format","Phys. Rev. B 55, 4057 (1997)","10.1103/PhysRevB.55.4057",,"cond-mat.mes-hall",,"  We derive an exact result for the averaged Feynman propagator and the
corresponding density of states of an electron in two dimensions in a
perpendicular homogeneous magnetic field and a Gaussian random potential with
long-range spatial correlations described by a quadratic correlation function.
","[{""version"":""v1"",""created"":""Mon, 7 Oct 1996 09:21:55 GMT""}]","2009-10-28"
