"astro-ph/9605089","Karen Southwell","C. Alcock et al","Optical variability of the LMC supersoft source RX~J0513.9-6951 from
  MACHO Project photometry","4 pages, accepted for MNRAS, uses mn.sty. 3 postscript figures","MNRAS 280 (1996), L49","10.1093/mnras/280.3.L49",,"astro-ph",,"  Using the exceptional monitoring capabilities of the MACHO project we present
here the optical history of the LMC supersoft source (SSS) RX~J0513.9-6951, for
a continuous 3 year period. Recurring low states, in which the optical
brightness drops by up to a magnitude, are observed at quasi-regular intervals.
This provides a crucial insight into the nature of the SSS and, in particular,
a chance to investigate the poorly understood behaviour of their accretion
discs. Analysis of the high state data reveals a small modulation of
semi-amplitude $\sim$~0.02 mag at $P=$0.76278$\pm$0.00005~d, a period which is
consistent with the current ``best'' suggested spectroscopic value.
","[{""version"":""v1"",""created"":""Wed, 15 May 1996 16:08:52 GMT""}]","2016-06-08"
"astro-ph/9605090","Karen Southwell","K.A. Southwell, M. Livio, P.A. Charles, D. O'Donoghue and W.J.
  Sutherland","The nature of the supersoft X-ray source RX~J0513--69","18 pages, To appear in Oct 20 1996 ApJ, AASTEX v4.0, 9 figures","ApJ 470 (1996) 1065","10.1086/177931",,"astro-ph",,"  We present spectroscopy and photometry of the LMC supersoft binary system
RX~J0513.9-6951. We derive a refined spectroscopic period of
P$=0.761\pm0.004$~d, which is consistent with the value obtained from long term
photometric monitoring (P$=0.76278\pm0.00005$~d). We see bipolar outflow
components of He{\sc ii} and H$\beta$, with velocities of $\sim
3800$\,km\,s$^{-1}$, strongly suggesting that the compact object is a white
dwarf. Using all the available optical and X-ray data, we construct a
theoretical model to explain the principal features of the unusual variability
of this source. In particular, we note that X-ray outbursts have only been seen
at times of optical minima. From this, we conclude that the most likely cause
of the X-ray outbursts is a photospheric contraction during a nuclear shell
burning phase, rather than a thermonuclear flash or shocked emission. The
system probably comprises a relatively massive white dwarf accreting at a high
rate ($\sim 10^{-6} M_{\odot}~{\rm yr}^{-1}$) from an evolved donor star, and
is observed close to pole-on.
","[{""version"":""v1"",""created"":""Wed, 15 May 1996 16:43:46 GMT""}]","2009-10-28"
"astro-ph/9605091","William Raphael Hix","A.M. Khokhlov (U. Texas), E.S. Oran (NRL), J. Craig Wheeler (U. Texas)","Theory of DDT in Unconfined Flames","21 pages, plain TeX, figures available from the authors, accepted for
  publication in Combustion and Flame",,,,"astro-ph chem-ph",,"  This paper outlines a theoretical approach for predicting the onset of
detonation in unconfined turbulent flames which is relevant both to problems of
terrestrial combustion and to thermonuclear burning in Type Ia supernovae. Two
basic assumuptions are made: 1) the gradient mechanism is the inherent
mechanism that leads to DDT in unconfined conditions, and 2) the sole mechanism
for preparing the gradient in induction time is by turbulent mixing and local
flame quenching. The criterion for DDT is derived in terms of the
one-dimensional detonation wave thickness, the laminar flame speed, and the
laminar flame thickness in the reactive gas. This approach gives a lower-bound
criterion for DDT for conditions where shock preheating, wall effects, and
interactions with obstacles are absent. Regions in parameter space where
unconfined DDT can and cannot occur are determined. A subsequent paper will
address these issues specifically in the astrophysical context.
","[{""version"":""v1"",""created"":""Wed, 15 May 1996 19:11:33 GMT""}]","2007-05-23"
"astro-ph/9605092","Derek Fox","D. Fox(1), W. Lewin(1), B. Margon(2), J. van Paradijs(3,4), F.
  Verbunt(5) ((1) MIT, (2) Univ of Washington, (3) Astronomical Institute
  `Anton Pannekoek', (4) Univ of Alabama in Huntsville, (5) Utrecht University)","ROSAT HRI observations of the globular clusters M13 and M92","6 pages, 3 figures included with psfig. Accepted for publication in
  MNRAS. Full gzip'd postscript also available at
  http://space.mit.edu/~derekfox/papers/m92-m13-hri.ps.gz",,"10.1093/mnras/282.3.1027",,"astro-ph",,"  We report on 40 kiloseconds of ROSAT HRI observations of the globular cluster
M92 (NGC 6341) and 20 kiloseconds of observations of the globular cluster M13
(NGC 6205). We find that the low-luminosity (10^{32.5} erg/sec at 7.5 kpc)
source previously observed near the core of M92 with the ROSAT PSPC remains
unresolved at HRI resolution; we can identify it with M92 with 99 per cent
confidence. In M13 we find that the source seen with the ROSAT PSPC lies within
the core and is possibly associated with the cluster (96 per cent confidence).
We find probabilities of 99.8 per cent (M92) and 98 per cent (M13) for the
presence of additional unresolved emission within these globular clusters. We
interpret these results in light of current theories regarding the
low-luminosity sources.
","[{""version"":""v1"",""created"":""Wed, 15 May 1996 21:26:08 GMT""}]","2015-06-24"
"astro-ph/9605093","Jeff Secker","Jeff Secker (Program in Astronomy, Washington State University) and
  William E. Harris (Department of Physics and Astronomy, McMaster University)","The Early-type Dwarf-to-Giant Ratio and Substructure in the Coma Cluster","13 pages, LaTeX file, 3 EPS figures, uses aaspp4.sty; also available
  from: http://www.sci.wsu.edu/math/faculty/secker/secker.html; to be published
  in ApJ, 469 (Oct.1, 1996)",,"10.1086/177810",,"astro-ph",,"  We have obtained new CCD photometry for a sample of $\simeq 800$ early-type
galaxies (dwarf and giant ellipticals) in the central 700 arcmin$^2$ of the
Coma cluster, complete in color and in magnitude to $R = 22.5$ mag ($M_R \simeq
-12$ mag for $H_0 = 86$ km/sec/Mpc). The composite luminosity function for all
galaxies in the cluster core (excluding NGC 4874 and NGC 4889) is modeled as
the sum of a Gaussian distribution for the giant galaxies and a Schechter
function for the dwarf elliptical galaxies. We determine that the early-type
dwarf-to-giant ratio (EDGR) for Coma is identical to that measured for the less
rich Virgo cluster; i.e., the EDGR does not increase as predicted by the
EDGR-richness correlation. We postulate that the presence of substructure is an
important factor in determining the cluster's EDGR; that is, the EDGR for Coma
is consistent with the Coma cluster being built up from the merger of multiple
less-rich galaxy clusters.
","[{""version"":""v1"",""created"":""Wed, 15 May 1996 21:58:22 GMT""}]","2009-10-28"
"astro-ph/9605094","Andrei Linde","Juan Garcia-Bellido, Andrei Linde and David Wands","Density Perturbations and Black Hole Formation in Hybrid Inflation","additional discussion of inflating topological defects; the
  possibility that dark matter may consist of black holes formed in this model
  revtex, 18 pages, 3 figures","Phys.Rev.D54:6040-6058,1996","10.1103/PhysRevD.54.6040","SU-ITP-96/20, SUSSEX-AST 96/5-1","astro-ph gr-qc hep-ph hep-th",,"  We investigate the recently proposed hybrid inflation models with two stages
of inflation. We show that quantum fluctuations at the time corresponding to
the phase transition between the two inflationary stages can trigger the
formation of a large number of inflating topological defects. In order to study
density perturbations in these models we develop a new method to calculate
density perturbations in a system of two scalar fields. We show that density
perturbations in hybrid inflation models of the new type can be very large on
the scale corresponding to the phase transition. The resulting density
inhomogeneities lead to a copious production of black holes. This could be an
argument against hybrid inflation models with two stages of inflation. However,
we find a class of models where this problem can be easily avoided. The number
of black holes produced in these models can be made extremely small, but in
general it could be sufficiently large to have important cosmological and
astrophysical implications. In particular, for certain values of parameters
these black holes may constitute the dark matter in the universe. It is also
possible to have hybrid models with two stages of inflation where the black
hole production is not suppressed, but where the typical masses of the black
holes are very small. Such models lead to a completely different thermal
history of the universe, where post-inflationary reheating occurs via black
hole evaporation.
","[{""version"":""v1"",""created"":""Wed, 15 May 1996 23:14:21 GMT""},{""version"":""v2"",""created"":""Fri, 17 May 1996 07:17:52 GMT""},{""version"":""v3"",""created"":""Tue, 21 May 1996 05:06:50 GMT""}]","2009-06-19"
"astro-ph/9605095","Dong Lai","Dong Lai (Caltech)","Tidal Stablization of Neutron Stars and White Dwarfs","Revtex, 3 ps figures. Phys. Rev. Letters, in press","Phys.Rev.Lett. 76 (1996) 4878-4881","10.1103/PhysRevLett.76.4878",,"astro-ph gr-qc",,"  What happens to a neutron star or white dwarf near its maximum mass limit
when it is brought into a close binary orbit with a companion? Such situation
may occur in the progenitors of Type Ia supernovae and in coalescing neutron
star binaries. Using an energy variational principle, we show that tidal field
reduces the central density of the compact object, making it more stable
against radial collapse. For a cold white dwarf, the tidal field increases the
maximum stable mass only slightly, but can actually lower the maximum central
density by as much as $30\%$. Thus a white dwarf in a close binary may be more
susceptible to general relativistic instability than the instability associated
with electron capture and pycronuclear reaction (depending on the white dwarf
composition). We analyse the radial stability of neutron star using
post-Newtonian approximation with an ideal degenerate neutron gas equation of
state. The tidal stablization effect implies that the neutron star in
coalescing neutron star-neutron star or neutron star-black hole binaries does
not collapse prior to merger or tidal disruption.
","[{""version"":""v1"",""created"":""Thu, 16 May 1996 01:30:42 GMT""}]","2009-10-28"
"astro-ph/9605096","Dong Lai","Dong Lai (Caltech)","Orbital Decay of the PSR J0045-7319/B Star Binary System: Age of Radio
  Pulsar and Initial Spin of Neutron Star","AASTeX, 9 pages, 3 ps figures. ApJ Letters, in press",,"10.1086/310166",,"astro-ph",,"  Recent timing observations of PSR J0045-7319 reveal that the neutron star/B
star binary orbit is decaying on a time scale of $|\Porb/\dot\Porb|=0.5$ Myr,
shorter than the characteristic age ($\tau_c=3$ Myr) of the pulsar (Kaspi et
al.~1996a). We study mechanisms for the orbital decay. The standard weak
friction theory based on static tide requires far too short a viscous time to
explain the observed $\dot\Porb$. We show that dynamical tidal excitation of
g-modes in the B star can be responsible for the orbital decay. However, to
explain the observed short decay timescale, the B star must have some
significant retrograde rotation with respect to the orbit --- The retrograde
rotation brings lower-order g-modes, which couple much more strongly to the
tidal potential, into closer ``resonances'' with the orbital motion, thus
significantly enhancing the dynamical tide. A much less likely possibility is
that the g-mode damping time is much shorter than the ordinary radiative
damping time. The observed orbital decay timescale combined with a generic
orbital evolution model based on dynamical tide can be used as a ``timer'',
giving an upper limit of $1.4$ Myr for the age of the binary system since the
neutron star formation. Thus the characteristic age of the pulsar is not a good
age indicator. Assuming standard magnetic dipole braking for the pulsar and no
significant magnetic field decay on a timescale $\lo 1$ Myr, the upper limit
for the age implies that the initial spin of the neutron star at birth was
close to its current value.
","[{""version"":""v1"",""created"":""Thu, 16 May 1996 02:19:08 GMT""}]","2009-10-28"
"astro-ph/9605097","Rolf Walder","Rolf Walder and Doris Folini","Radiative cooling instability in 1D colliding flows","20 pages, aa-latex, 17 figures, accepted by Astronomy and
  Astrophysics, main journal. (Replaces version without references.)",,,,"astro-ph",,"  Radiative shock waves show a strong cooling instability at temperatures above
approximately 2 times 10^5 K. We numerically investigate this instability by
simulating different astronomical objects in which colliding flows play an
outstanding role: Wind bubbles, supernova remnants, and colliding winds.
Computing the flow of each object over a large part of its evolutionary time
and resolving all physically relevant scales, we find several
phenomenologically different types of this instability. If two smooth flows
collide, the instability follows a periodic limit cycle with two modes being
important. The connection between the radiative loss function and the mode and
type of the overstability is discussed. The collision of non-smooth flows can
temporarily result in an aperiodic evolution of the system. After a
characteristic relaxation time the instability then becomes periodic again.
Such disturbances as well as violent types of the instability can excite
oscillations of the thin layer of cold compressed gas downstream of the shock,
which in turn can influence the stability of the radiative shock.
","[{""version"":""v1"",""created"":""Thu, 16 May 1996 14:04:42 GMT""},{""version"":""v2"",""created"":""Fri, 17 May 1996 06:28:38 GMT""}]","2008-02-03"
"astro-ph/9605098","Geza Kovacs","Geza Kovacs (Konkoly Observatory) and Johanna Jurcsik (Konkoly
  Observatory)","On the Light Curve - Luminosity Relation of RR Lyrae Stars","15 pages and 3 PostScript figures","Ap. J. (Letters), 466 (1996) L17","10.1086/310160",,"astro-ph",,"  We use a large sample of RRab stars in globular clusters and in the Sculptor
dwarf galaxy to decipher the relation between the Fourier decomposition and the
luminosity. For fixing the zero point of the relation, we use the latest
Baade-Wesselink (BW) results. It is shown that the most plausible
representation of the absolute brightness (in V color) consists of a linear
expression of the period and of the Fourier parameters A_1 and Phi_31 (computed
also from the V light curve). We derive an average M_V = Alpha [Fe/H] + Beta
relation from all the available Fourier data. Our results exclude any values of
Alpha larger than 0.19, in agreement with most of the BW and evolutionary
studies. We give age and reddened distance modulus estimations for the clusters
entering in our analysis.
","[{""version"":""v1"",""created"":""Thu, 16 May 1996 14:32:05 GMT""}]","2009-10-28"
