"acc-phys/9602002","Tanaji Sen","Tanaji Sen (DESY), James A. Ellison(UNM)","Diffusion due to the Beam-Beam Interaction and Fluctuating Fields in
  Hadron Colliders","5 pages, 3 postscript figures","Phys.Rev.Lett.77:1051-1054,1996","10.1103/PhysRevLett.77.1051",,"acc-phys physics.acc-ph",,"  Random fluctuations in the tune, beam offsets and beam size in the presence
of the beam-beam interaction are shown to lead to significant particle
diffusion and emittance growth in hadron colliders. We find that far from
resonances high frequency noise causes the most diffusion while near resonances
low frequency noise is responsible for the large emittance growth observed.
Comparison of different fluctuations shows that offset fluctuations between the
beams causes the largest diffusion for particles in the beam core.
","[{""version"":""v1"",""created"":""Thu, 15 Feb 1996 12:42:37 GMT""}]","2009-01-23"
"alg-geom/9602011","Yekutieli Amnon","Amnon Yekutieli","Residues and Differential Operators on Schemes","35 pages, AMSLaTeX, final version (minor changes), to appear in Duke
  Math. J",,,,"alg-geom math.AC math.AG",,"  Beilinson Completion Algebras (BCAs) are generalizations of complete local
rings, and have a rich algebraic-analytic structure. These algebras were
introduced in my paper ""Traces and Differential Operators over Beilinson
Completion Algebras"", Compositio Math. 99 (1995). In the present paper BCAs are
used to give an explicit construction of the Grothendieck residue complex on an
algebraic scheme. This construction reveals new properties of the residue
complex, and in particular its interaction with differential operators.
Applications include: (i) results on the algebraic structure of rings of
differential operators; (ii) an analysis of the niveau spectral sequence of De
Rham homology; (iii) a proof of the contravariance of De Rham homology w.r.t.
etale morphisms; (iv) an algebraic description of the intersection cohomology
D-module of a curve.
","[{""version"":""v1"",""created"":""Wed, 14 Feb 1996 16:47:07 GMT""},{""version"":""v2"",""created"":""Wed, 11 Feb 1998 15:13:53 GMT""}]","2008-02-03"
"alg-geom/9602012","Edoardo Sernesi","Luca Chiantini and Edoardo Sernesi","Nodal curves on surfaces of general type","15 pages, AMSTeX",,,,"alg-geom math.AG",,"  We study the family of irreducible curves with $\delta$ nodes belonging to a
free linear system $|C|$ with smooth general member on a surface $S$ such that
$|K_S|$ is ample. Under the assumption that $C$ is numerically equivalent to
$pK_S$, $p\ge 3$ rational, we give an upper bound on $\delta$ ensuring that the
family is smooth of codimension $\delta$ in $|C|$ (plus another slightly
different result of the same type). We give examples showing that the bound is
sharp. Some related results concerning linear normality of nodal curves are
proved.
","[{""version"":""v1"",""created"":""Wed, 14 Feb 1996 19:12:54 GMT""}]","2008-02-03"
"astro-ph/9602068",,"M.S. Schubnell, C.W. Akerlof, S. Biller J. Buckley, D.A. Carter-Lewis,
  M.F. Cawley, M. Chantell, V. Connaughton, D.J. Fegan, S. Fennell, J.A.
  Gaidos, A.M. Hillas, A.D. Kerrick R.C. Lamb, D.I. Meyer, G. Mohanty, J. Rose,
  A.C. Rovero, G. Sembroski, T.C. Weekes, C. Wilson, J. Zweerink","Very High Energy Gamma-Ray Emission from the Blazar Markarian 421","gzip compressed tar file including LaTeX text and 4 postscript
  figures (14 pages total incl. 4 tables), accepted for publication in the
  Astrophysical Journal. Contact address is schubnel@umich.edu",,"10.1086/176998",,"astro-ph",,"  Very high energy gamma-ray emission from the BL Lac object Markarian 421 has
been detected over three observing seasons on 59 nights between April 1992 and
June 1994 with the Whipple 10-meter imaging Cherenkov telescope. During its
initial detection in 1992, its flux above 500 GeV was
1.6$\times$10$^{-11}$photons cm$^{-2}$ s$^{-1}$. Observations in 1993 confirmed
this level of emission. For observations made between December 1993 and April
1994, its intensity was a factor of 2.2$\pm$0.5 lower. Observations on 14 and
15 May, 1994 showed an increase over this quiescent level by a factor of
$\sim$10 (Kerrick et al. 1995). This strong outburst suggests that 4 episodes
of increased flux measurements on similar time scales in 1992 and 1994 may be
attributed to somewhat weaker outbursts. The variability of the TeV gamma-ray
emission from Markarian 421 stands in contrast to EGRET observations (Lin et
al. 1994) which show no evidence for variability.
","[{""version"":""v1"",""created"":""Wed, 14 Feb 1996 18:58:21 GMT""}]","2009-10-28"
"astro-ph/9602069","Annette Ferguson","Annette M. N. Ferguson (JHU), Rosemary F. G. Wyse (JHU), J. S.
  Gallagher (U. Wisconsin), Deidre A. Hunter (Lowell Obs.)","Diffuse Ionized Gas in Spiral Galaxies: Probing Photon Leakage from HII
  Regions?","27 pages, including 8 figures, plus external tables. Accepted for
  publication in the Astronomical Journal. Compressed, postscript versions of
  the plates are available at ftp://skysrv.pha.jhu.edu/ferguson/",,,,"astro-ph",,"  As part of a large study to map the distribution of star formation across
galactic disks, we have obtained deep Halpha images of the nearby Sculptor
Group spirals NGC 247 and NGC 7793. These images are of sufficiently high
quality that they allow identification and analysis of diffuse Halpha emission
at surface brightness levels ranging from those of extremely low density HII
regions to those of the local Galactic disk diffuse emission. This paper
presents a study of the large scale distribution and global energetics of
diffuse ionized gas (DIG) in these galaxies and investigates the association
between DIG and discrete HII regions. Our results support the hypothesis that
the DIG is photoionized by Lyc photons which leak out of traditional HII
regions, and suggest that the local HI column density plays a role in
regulating the amount of leakage which can occur. This interpretation has
profound implications for the derivation of star-formation rates based on
Halpha emission--line fluxes since HII region counts alone will lead to
significant underestimates of the true rate. The contribution of the diffuse
Halpha component to the total Halpha emission, ie. the diffuse fraction, in
these galaxies is found to be similar to values found in other disk galaxies
with differing Hubble types and star formation rates. The constancy of the
diffuse fraction is rather unexpected and implies that the overall fraction of
photons which can leak out of HII regions and ionize the ISM over large scales
is relatively invariant from one galaxy to another.
","[{""version"":""v1"",""created"":""Wed, 14 Feb 1996 23:36:14 GMT""}]","2007-05-23"
"astro-ph/9602070","Roman Scoccimarro","Roman Scoccimarro and Josh Frieman (Univ. of Chicago and Fermilab)","Loop Corrections in Non-Linear Cosmological Perturbation Theory II.
  Two-point Statistics and Self-Similarity","48 pages, 19 figures, uses axodraw.sty; also available at
  http://fnas08.fnal.gov/","Astrophys.J. 473 (1996) 620","10.1086/178177","Fermilab-Pub-96/023-A","astro-ph",,"  We calculate the lowest-order non-linear contributions to the power spectrum,
two-point correlation function, and smoothed variance of the density field, for
Gaussian initial conditions and scale-free initial power spectra, $P(k) \sim
k^n$. These results extend and in some cases correct previous work in the
literature on cosmological perturbation theory. Comparing with the scaling
behavior observed in N-body simulations, we find that the validity of
non-linear perturbation theory depends strongly on the spectral index $n$. For
$n<-1$, we find excellent agreement over scales where the variance $\sigma^2(R)
\la 10$; however, for $n \geq -1$, perturbation theory predicts deviations from
self-similar scaling (which increase with $n$) not seen in numerical
simulations. This anomalous scaling suggests that the principal assumption
underlying cosmological perturbation theory, that large-scale fields can be
described perturbatively even when fluctuations are highly non-linear on small
scales, breaks down beyond leading order for spectral indices $n \geq -1$. For
$n < -1$, the power spectrum, variance, and correlation function in the scaling
regime can be calculated using dimensional regularization.
","[{""version"":""v1"",""created"":""Wed, 14 Feb 1996 23:52:16 GMT""}]","2009-10-28"
"astro-ph/9602071","Jes Madsen","Michael B. Christiansen and Jes Madsen (University of Aarhus, Denmark)","Large nucleation distances from impurities in the cosmological
  quark-hadron transition","18 pages, 5 ps figures. To appear in Physical Review D, 15 May 1996","Phys.Rev. D53 (1996) 5446-5454","10.1103/PhysRevD.53.5446",,"astro-ph hep-ph",,"  We calculate the mean nucleation distance, $d_{nuc}$, in a first order
cosmological quark-hadron phase transition. For homogeneous nucleation we find
that self-consistent inclusion of curvature energy reduces $d_{nuc}$ to
$\lesssim 2$cm. However, impurities can lead to heterogeneous nucleation with
$d_{nuc}$ of several meters, a value high enough to change the outcome of Big
Bang nucleosynthesis.
","[{""version"":""v1"",""created"":""Thu, 15 Feb 1996 09:34:33 GMT""}]","2009-10-28"
"astro-ph/9602072","Francis Bernardeau","F. Bernardeau (SPhT CEA Saclay)","The large-scale Gravitational Bias from the Quasilinear Regime","15 pages; To appear in Astron. and Astrophys","Astron.Astrophys.312:11-23,1996",,"T95/136","astro-ph",,"  It is known that in gravitational instability scenarios the nonlinear
dynamics induces non-Gaussian features in cosmological density fields that can
be investigated with perturbation theory. Here, I derive the expression of the
joint moments of cosmological density fields taken at two different locations.
The results are valid when the density fields are filtered with a top-hat
filter window function, and when the distance between the two cells is large
compared to the smoothing length. In particular I show that it is possible to
get the generating function of the coefficients C_{p,q} defined by <
delta^p(x_1) delta^q(x_2) >_c= C_{p,q} < delta^2(x) >^{p+q-2} < delta(x_1)
delta(x_2) > where delta(x) is the local smoothed density field. It is then
possible to reconstruct the joint density probability distribution function
(PDF), generalizing for two points what has been obtained previously for the
one-point density PDF. I discuss the validity of the large separation
approximation in an explicit numerical Monte Carlo integration of the C_{2,1}
parameter as a function of |x_1-x_2|.
  A straightforward application is the calculation of the large-scale `bias'
properties of the over-dense (or under-dense) regions. The properties and the
shape of the bias function are presented in detail and successfully compared
with numerical results obtained in an N-body simulation with CDM initial
conditions.
","[{""version"":""v1"",""created"":""Thu, 15 Feb 1996 09:38:18 GMT""}]","2011-05-23"
"astro-ph/9602073","Israel","G. Tagliaferri, G. Bao, G.L. Israel, L. Stella, A. Treves","The Soft and Medium--Energy X--Ray Variability of NGC 5548: A Reanalysis
  of EXOSAT Observations","17 pages plus 11 postscript figures, uuencoded zipped file,
  PostScript. Accepted for publication in the Astrophysical Journal",,"10.1086/177411",,"astro-ph",,"  We present a detailed cross-correlation (CCF) and power spectrum re-analysis
of the X-ray light curves of the bright Seyfert 1 galaxy NGC5548 obtained with
EXOSAT. The 0.05-2 keV and 1-4 keV light curves are cross--correlated with the
1-9 keV and 4-9 keV light curves respectively. We discuss how spurious time
lags can be introduced by systematic effects related to detector swapping as
well as the switching on and off of the instruments. We also find strong
evidence that one of the ME detectors was not working normally during the
second part of the March 1986 observation. When these effects are taken into
account, the CCF peaks are in all cases consistent with the absence of delays
between X-ray variations at different energies. This is unlike the results
found by several authors based on the same data. The power spectra of the 1-9
keV light curves are calculated and a detailed search for quasi periodic
oscillations (QPOs) carried out on these spectra by using a new technique for
the detection of periodic (or quasi-periodic) signals even in the presence of
source noise variability. No significant peaks are found above the 95%
confidence detection threshold, except during the second part of the March 1986
observation, most probably as a consequence of the ME detector malfunctioning.
We discuss and compare our results with those of Papadakis & Lawrence (1993a).
","[{""version"":""v1"",""created"":""Thu, 15 Feb 1996 11:19:55 GMT""}]","2009-10-28"
"astro-ph/9602074","Dr D. J. Raine","I. Cassidy and D. J. Raine","The Broad Line Regions of NGC 4151","30 pages",,,,"astro-ph",,"  We compute the line strengths and profiles from a model of the cloud dynamics
of the broad and intermediate line regions and compare the results with the
observations of the Seyfert galaxy NGC 4151 in its various luminosity states.
","[{""version"":""v1"",""created"":""Thu, 15 Feb 1996 11:11:29 GMT""}]","2007-05-23"
