"astro-ph/9604118","Bahram Mobasher","B. Mobasher, M. Rowan-Robinson, A. Georgakakis and N. Eaton (Imperial
  College of Science, Technology and Medcine)","The nature of the faint galaxies in the Hubble Deep Field","10 Pages, including diagrams",,"10.1093/mnras/282.1.L7",,"astro-ph",,"  We present a study of the galaxies found in the Hubble Deep Field. A high
proportion of HDF galaxies are undergoing a strong episode of star formation,
as evidenced by their very blue colours. A wide range of morphological types is
found, with a high proportion of peculiar and merger morphologies. Fitting the
multiband spectra with redshifted SEDs of galaxy types E to HII, we predict the
spectral types and redshifts of galaxies detected in the HDF. We find a median
redshift of 1.6, with $68\%$ having $z > 1$ and $31\%$ with $z >2$. The I-band
absolute magnitude distributions as a function of galaxy types show a plausible
trend of decreasing luminosity towards later types. The derived I-band
luminosity function agrees well with that from the Canada-France survey (Lilly
et al 1996) for $z < 1$ and shows strong luminosity evolution at $M_I < -21$
for $1 < z < 3$, comparable to the rate seen in quasars and starburst galaxies.
We have predicted infrared and submillimetre fluxes assuming most of the
galaxies are undergoing a strong starburst. Several planned space-borne and
ground-based deep surveys are capable of detecting interesting numbers of HDF
galaxies.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 17:01:34 GMT""},{""version"":""v2"",""created"":""Tue, 30 Apr 1996 14:09:16 GMT""}]","2016-06-08"
"astro-ph/9604119","Lori Lubin","Lori M. Lubin (Carnegie Observatories)","The Palomar Distant Cluster Survey : III. The Colors of the Cluster
  Galaxies","Latex, 28 pages, aaspp.sty, 11 figures and epsf.sty included,
  appended as a uuencoded, gzipped tar file, accepted for publication in the
  Astronomical Journal",,"10.1086/117986",,"astro-ph",,"  We present a color analysis of the galaxy populations of candidate clusters
of galaxies from the Palomar Distant Cluster Survey (Postman et al.\ 1996). The
survey was conducted in two broad band filters that closely match $V$ and $I$
and contains a total of 79 candidate clusters of galaxies, covering an
estimated redshift range $0.2 \simless z \simless 1.2$. We examine the color
evolution in the 57 richest clusters from this survey. The intermediate
redshift ($0.2 \simless z \simless 0.4$) clusters show a distinct locus of
galaxy colors in the color--magnitude diagram. This ridge line corresponds well
with the expected no--evolution color of present--day elliptical galaxies at
these redshifts. In clusters at redshifts of $z \simgreat 0.5$, this red
envelope has shifted bluewards compared to the ``no--evolution'' prediction. By
$z \sim 0.8$ there are only a few galaxies which are as red in their rest-frame
as present--day ellipticals. The detected evolution is consistent with passive
aging of stellar populations formed at redshifts of $z \simgreat 2$. Though the
uncertainties are large, the Butcher--Oemler effect is observed in the Palomar
clusters. The fraction of blue galaxies increases with the estimated redshift
of the cluster at a 96.2\% confidence level. The measured blue fractions of the
intermediate redshift clusters ($f_{b} \sim 0.2 - 0.3$) are consistent with
those found previously by Butcher \& Oemler (1984). The trend in the Palomar
clusters suggests that $f_{b}$ can be greater than 0.4 in clusters of galaxies
at redshifts of $z \simgreat 0.6$.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 18:47:24 GMT""}]","2009-10-28"
"astro-ph/9604120","Ilana Harrus","Ilana M. Harrus, John P. Hughes, and David J. Helfand","Discovery of an X-ray Synchrotron Nebula Associated with the Radio
  Pulsar PSR B1853+01 in the Supernova Remnant W44","Ps version available at
  http://hea-www.harvard.edu/SNORE/snorePapers.html SNORE is a www site devoted
  to Super NOvaREmnants at http://hea-www.harvard.edu/SNORE/HomePage.html ; To
  appear in ApJL, 1996,20th June issue",,"10.1086/310106",,"astro-ph",,"  We report the detection using ASCA data of a hard X-ray source in the
vicinity of the radio pulsar PSR B1853+01 which is located within the supernova
remnant (SNR) W44. PSR B1853+01, a 267ms pulsar, has to date only been detected
in the radio band. Previous observations at soft X-ray energies (e.g., with
ROSAT HRI) have failed to detect any significant X-ray emission (pulsed or
unpulsed) from the pulsar. Over the 0.5--4.0keV band, the ASCA data show soft
thermal emission from W44 with a morphology very similar to that observed
earlier by Einstein and ROSAT. In the high energy band (4.0--9.5 keV), the SNR
is, for the most part, invisible, although a source coincident with the
position of PSR B1853+01 is evident. The observed ASCA spectra, extracted from
a region around the PSR position, are consistent with a power-law origin
(photon index =~2.3) for the X-ray emission from this source at a flux level
(flux density ~~0.5 10^-6 Jy at 1 keV) consistent with previous upper limits.
Timing analysis of the hard X-ray source failed to detect pulsations at the
pulsar's period. We conclude that the new hard source in W44 represents an
X-ray synchrotron nebula associated with PSR B1853+01.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 20:22:56 GMT""}]","2009-10-28"
"astro-ph/9604121","Dale Frail","D.A. Frail, E.B. Giacani, W.M. Goss, and G. Dubner","The Pulsar Wind Nebula Around PSR B1853+01 in the Supernova Remnant W44","ApJ Let (in press)",,"10.1086/310103",,"astro-ph",,"  We present radio observations of a region in the vicinity of the young pulsar
PSR B1853+01 in the supernova remnant W44. The pulsar is located at the apex of
an extended feature with cometary morphology. We argue on the basis of its
morphology and its spectral index and polarization properties that this is a
synchrotron nebula produced by the spin down energy of the pulsar. The geometry
and physical parameters of this pulsar-powered nebula and W44 are used to
derive three different measures of the pulsar's transverse velocity. A range of
estimates between 315 and 470 km/s are derived, resulting in a typical value of
375 km/s. The observed synchrotron spectrum from radio to X-ray wavelengths is
used to put constraints on the energetics of the nebula and to derive the
parameters of the pulsar wind.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 23:24:38 GMT""}]","2009-10-28"
"astro-ph/9604122","Lawrence M. Krauss","Brian Chaboyer (1), Pierre Demarque (2), Peter Kernan (3), Lawrence M.
  Krauss(3), Ata Sarajedini(4) ((1) CITA, (2) Yale, (3) Case Western Reserve,
  (4) Kitt Peak)","A Precision Age Determination Technique for Globular Clusters","6 pages, latex file must be processed using mn.sty file also
  included. 2 postscript figures included which will be embedded in text when
  Tex'd",,,"CITA-96-6, CWRU-P6-96","astro-ph",,"  Globular cluster age estimates based on the absolute magnitude of the main
sequence turn-off (\mvto) are generally considered to be the most reliable from
a theoretical viewpoint. However, the difficulty in determining \mvto\ in
observed colour-magnitude diagrams leads to a large error in the derived age.
In this paper, we advocate the use of the absolute magnitude of the point which
is brighter than the turn-off and 0.05 mag redder (\mvb) as a precision age
indicator. It is easy to measure this point on observed colour-magnitude
diagrams, leading to small observational error bars. Furthermore, an extensive
Monte Carlo calculation indicates that the theoretical uncertainty in \mvb\ is
similar to \mvto. As a result, ages derived using \mvb\ are at least a factor
of 2 more precise than those derived using \mvto. This technique is applied to
the globular cluster M68 and an age of $12.8\pm 0.3\,$Gyr is derived (assuming
$\mvrr = 0.20\,\feh + 0.98$), indicating that M68 is a `young' globular
cluster. A homogeneous set of globular cluster age estimates with this
precision would provide unprecedented insight into the formation of the
Galactic halo.
","[{""version"":""v1"",""created"":""Sat, 20 Apr 1996 12:51:28 GMT""}]","2007-05-23"
"cond-mat/9604123","Hamburger Dani","Daniel A. Hamburger, Ofer Biham and David Avnir (Hebrew University of
  Jerusalem, Israel)","Apparent Fractality Emerging from Models of Random Distributions","19 pages, 12 figures. More info available at
  http://www.fh.huji.ac.il/~dani/","Phys. Rev. E. 53 (1996) 3342","10.1103/PhysRevE.53.3342",,"cond-mat adap-org nlin.AO",,"  The fractal properties of models of randomly placed $n$-dimensional spheres
($n$=1,2,3) are studied using standard techniques for calculating fractal
dimensions in empirical data (the box counting and Minkowski-sausage
techniques). Using analytical and numerical calculations it is shown that in
the regime of low volume fraction occupied by the spheres, apparent fractal
behavior is observed for a range of scales between physically relevant
cut-offs. The width of this range, typically spanning between one and two
orders of magnitude, is in very good agreement with the typical range observed
in experimental measurements of fractals. The dimensions are not universal and
depend on density. These observations are applicable to spatial, temporal and
spectral random structures. Polydispersivity in sphere radii and
impenetrability of the spheres (resulting in short range correlations) are also
introduced and are found to have little effect on the scaling properties. We
thus propose that apparent fractal behavior observed experimentally over a
limited range may often have its origin in underlying randomness.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 19:28:25 GMT""}]","2009-10-28"
"cond-mat/9604124","Sergej Savrasov","S. Y. Savrasov and D. Y. Savrasov","Electron-phonon interactions and related physical properties of metals
  from linear-response theory","26 pages, Revtex, 11 ps figures , uuencoded, gzip'ed, tar'ed file",,"10.1103/PhysRevB.54.16487",,"cond-mat",,"  Spectral distribution functions of electron-phonon interaction
$\alpha^2F(\omega )$ obtained by ab initio linear--response calculations are
used to describe various superconducting and transport properties in a number
of elemental metals such as Al,Cu,Mo,Nb,Pb,Pd,Ta, and V. Their lattice dynamics
and self-consistently screened electron-phonon coupling are evaluated within
local density functional theory and using linear-muffin-tin -orbital basis set.
We conclude that our method provides the description of electron-phonon
interactions in tested materials with the accuracy 10%.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 16:26:56 GMT""}]","2009-10-28"
"cond-mat/9604125","Sergej Savrasov","S. Y. Savrasov","Linear-response theory and lattice dynamics: a muffin-tin orbital
  approach","18 pages, Revtex, 2 ps figures, uuencoded, gzip'ed, tar'ed file",,"10.1103/PhysRevB.54.16470",,"cond-mat",,"  A detailed description of a method for calculating static linear-response
functions in the problem of lattice dynamics is presented. The method is based
on density functional theory and it uses linear muffin-tin orbitals as a basis
for representing first-order corrections to the one-electron wave functions. As
an application we calculate phonon dispersions in Si and NbC and find good
agreement with experiments.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 16:10:20 GMT""}]","2009-10-28"
"cond-mat/9604126",,"C. L. Emmott and A. J. Bray","Coarsening Dynamics of a One-Dimensional Driven Cahn-Hilliard System","20 pages, revtex, 10 figures, submitted to Phys. Rev. E","Phys. Rev. E 54, 4568 (1996)","10.1103/PhysRevE.54.4568",,"cond-mat",,"  We study the one-dimensional Cahn-Hilliard equation with an additional
driving term representing, say, the effect of gravity. We find that the driving
field $E$ has an asymmetric effect on the solution for a single stationary
domain wall (or `kink'), the direction of the field determining whether the
analytic solutions found by Leung [J.Stat.Phys.{\bf 61}, 345 (1990)] are
unique. The dynamics of a kink-antikink pair (`bubble') is then studied. The
behaviour of a bubble is dependent on the relative sizes of a characteristic
length scale $E^{-1}$, where $E$ is the driving field, and the separation, $L$,
of the interfaces. For $EL \gg 1$ the velocities of the interfaces are
negligible, while in the opposite limit a travelling-wave solution is found
with a velocity $v \propto E/L$. For this latter case ($EL \ll 1$) a set of
reduced equations, describing the evolution of the domain lengths, is obtained
for a system with a large number of interfaces, and implies a characteristic
length scale growing as $(Et)^{1/2}$. Numerical results for the domain-size
distribution and structure factor confirm this behavior, and show that the
system exhibits dynamical scaling from very early times.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 18:21:49 GMT""}]","2009-10-28"
"cond-mat/9604127","Jun Hu","Jun Hu, E. Dagotto, A. H. MacDonald","Spontaneous Coherence and Collective Modes in Double-Layer Quantum Dot
  Systems","20 pages (figures included) and also available at
  http://fangio.magnet.fsu.edu/~jhu/Paper/qdot_cond.ps, replaced to fix figures",,"10.1103/PhysRevB.54.8616",,"cond-mat",,"  We study the ground state and the collective excitations of
parabolically-confined double-layer quantum dot systems in a strong magnetic
field. We identify parameter regimes where electrons form maximum density
droplet states, quantum-dot analogs of the incompressible states of the bulk
integer quantum Hall effect. In these regimes the Hartree-Fock approximation
and the time-dependent Hartree-Fock approximations can be used to describe the
ground state and collective excitations respectively. We comment on the
relationship between edge excitations of dots and edge magneto-plasmon
excitations of bulk double-layer systems.
","[{""version"":""v1"",""created"":""Fri, 19 Apr 1996 21:48:26 GMT""},{""version"":""v2"",""created"":""Wed, 24 Apr 1996 20:48:44 GMT""}]","2009-10-28"
