"alg-geom/9604024","Dan Abramovich","Dan Abramovich","A high fibered power of a family of varieties of general type dominates
  a variety of general type","Latex2e (in latex 2.09 compatibility mode). To get a fun-free version
  change the `FUN' variable to `n' on the second line (option dedicated to my
  friend Yuri Tschinkel). Postscript file with color illustration available on
  http://math.bu.edu/INDIVIDUAL/abrmovic/fibered.ps",,"10.1007/s002220050149",,"alg-geom math.AG",,"  We prove the following theorem:
  Fibered Power Theorem: Let $X\rar B$ be a smooth family of positive
dimensional varieties of general type, with $B$ irreducible. Then there exists
an integer $n>0$, a positive dimensional variety of general type $W_n$, and a
dominant rational map $X^n_B \das W_n$.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 19:27:01 GMT""}]","2009-10-28"
"astro-ph/9604169","Joe Mohr","J.Mohr, M.Geller, D.Fabricant, G.Wegner, J.Thorstensen, D.Richstone","An Optical/X--ray Study of A576, a Galaxy Cluster with a Cold Core","34 pages postscript, accepted for publication in ApJ",,"10.1086/177903",,"astro-ph",,"  We analyze the galaxy population and dynamics of the galaxy cluster Abell 576
using 281 redshifts (230 new), R band CCD galaxy photometry over a 2h^{-1} Mpc
by 2h^{-1} Mpc region centered on the cluster, an Einstein IPC image, and an
Einstein MPC spectrum. The cluster galaxies with emission lines in their
spectra have a larger velocity dispersion and are significantly less clustered
on this 2h^{-1} Mpc scale than galaxies without emission lines. We show that
excluding the emission line galaxies decreases the velocity dispersion by 18%
and the virial mass estimate by a factor of two. The central cluster region
contains a non--emission galaxy population and an intracluster medium which are
significantly cooler (sigma_{core}=387^{+250}_{-105}~km/s and
T_X=1.6^{+0.4}_{-0.3}~keV at 90\% confidence) than the global populations
(sigma=977^{+124}_{-96}~km/s for the non--emission population and T_X>4~keV at
90% confidence). Because (1) the low dispersion population is no more luminous
than the global population and (2) the evidence for a cooling flow is weak, we
suggest that the cluster core may contain the remnants of a lower mass
subcluster. We examine the cluster mass, baryon fraction and luminosity
function. The cluster virial mass varies significantly depending on the galaxy
sample used. Consistency between the hydrostatic and virial estimators can be
achieved if (1) the gas temperature at r\sim1h^{-1}~Mpc is T_X\sim8keV (the
best fit value) and (2) several velocity outliers are excluded from the virial
calculation. Although the best fit Schechter function parameters and the ratio
of galaxy to gas mass are typical of other clusters, the baryon fraction is
relatively low. Using a lower limit to the binding mass, we show that the gas
mass fraction is \le3h^{-3/2}% and the baryon fraction is \le6%.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 16:23:37 GMT""}]","2009-10-28"
"astro-ph/9604170",,"D. Montes, J. Sanz-Forcada, M.J. Fern\'andez-Figueroa, R. Lorente","Simultaneous H$\alpha$, Na~{\sc i} D$_{1}$, D$_{2}$, and He~{\sc i}
  D$_{3}$ observations of a flare on the RS CVn system UX Ari","4 pages, latex file, 2 PostScript figures, (uses l-aa.sty and
  psfig.sty), tar'ed, gzip'ed. The paper (full postscript, text and figures) is
  also available through http://www.ucm.es/OTROS/Astrof/dpto_preprints.html
  Request hard copy of preprint to dmg@ucmast.fis.ucm.es. Accepted for
  publication in 'Astronomy and Astrophysics', Letter to the Editor",,,,"astro-ph",,"  We present simultaneous H$\alpha$, Na~{\sc i} D$_{1}$, D$_{2}$, and He~{\sc
i} D$_{3}$ spectroscopic observations on the RS CVn system UX Ari. We have
found a dramatic increase in the excess H$\alpha$ emission equivalent width by
a factor of 2 in an interval of 1 day that indicates the beginning of a strong
flare in this system. The presence of the He~{\sc i} D$_{3}$ in emission in
coincidence with the enhancement of the H$\alpha$ emission confirms the
detection of a flare. The application of the spectral subtraction technique
reveals that the core of the Na~{\sc i} D$_{1}$ and D$_{2}$ lines are also
filled-in by chromospheric emission.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 17:13:12 GMT""}]","2016-08-15"
"astro-ph/9604171","Julian Krolik","Andrei F. Illarionov (Lebedev Physical Institute), Julian H. Krolik
  (Johns Hopkins University)","Self-Shielding of X-rays and Gamma-Rays in Compact Sources","20 pages, 3 figures, AAS LaTeX, in press Ap.J",,"10.1086/177816",,"astro-ph",,"  It is generally supposed that when the ""compactness"" $l \equiv L\sigma_T/(r
m_e c^3)$ in photons above the pair-production threshold is large, few
$\gamma$-rays can escape. We demonstrate that even when $l \gg 1$, if the high
energy and low energy photons are produced in geometrically-separated regions,
many of the $\gamma$-rays can, in fact, escape. Pair-production along a thin
surface separating the two sources creates enough Compton optical depth to
deflect most of the low energy photons away from the high energy ones. Those
few low-energy photons which penetrate the shielding surface are reduced in
opacity by advection to large distance and small density, by relativistic
beaming along the inner edge of the surface, and by Compton upscattering to
higher energies inside the surface. The pairs in this surface flow outward
relativistically, forming a structure resembling a pair-dominated mildly
relativistic jet.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 18:22:34 GMT""}]","2009-10-28"
"astro-ph/9604172","Neil G. Turok","Neil Turok","Causality and the Doppler Peaks","4 pages, RevTex file and three figures, This version is to appear in
  Phys Rev D, Rapid Communications. It includes minor typo corrections and
  slight changes of emphasis compared to the original, as well as an added
  reference to a new paper astro-ph/9607109 which includes the full Sachs Wolfe
  integral","Phys.Rev.D54:3686-3689,1996","10.1103/PhysRevD.54.R3686","DAMTP preprint 96-44","astro-ph",,"  Could cosmic structure have formed by the action of causal physics within the
standard hot big bang, or was a prior period of inflation required? Recently
there has been some discussion of whether causal sources could reproduce the
pattern of Doppler peaks of the standard scale-invariant adiabatic theory. This
paper gives a rigorous definition of causality, and a causal decomposition of a
general source. I present an example of a simple causal source which mimics the
standard adiabatic theory, accurately reproducing the behaviour of the local
intrinsic temperature perturbations.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 21:06:43 GMT""},{""version"":""v2"",""created"":""Fri, 26 Jul 1996 11:27:28 GMT""}]","2008-11-26"
"astro-ph/9604173","Soojong Pak","Soojong Pak, D. T. Jaffe, and L. D. Keller (Astronomy Department,
  University of Texas at Austin)","Molecular Hydrogen Emission from the Inner 400 Parsecs of the Galaxy II.
  The UV-Excited H_2","8 pages, 6 postscript figures, uses paspconf.sty. To appear in the
  4th ESO/CTIO Workshop ""The Galactic Center""",,,,"astro-ph",,"  We have observed near-IR H$_2$ line emission on large scales in the Galactic
center. Paper I discussed our 400 pc long strip map and 50 pc map of the H_2
v=1-0 S(1) line. In this paper, we present observations of the higher
vibrational lines, H_2 v=2-1 S(1) and v=3-2 S(3), at selected positions and
conclude that strong far--UV radiations excites the H_2. We compare the H_2
v=1-0 S(1) emission to far-IR continuum emission and show that the ratio of
these two quantities in the Galactic center equals the ratio seen in the
starburst galaxies, M82 and NGC 253, and in ultraluminous infrared bright
galaxies.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 21:06:00 GMT""}]","2007-05-23"
"astro-ph/9604174","Soojong Pak","Soojong Pak, D. T. Jaffe, and L. D. Keller (Astronomy Department,
  University of Texas at Austin)","Molecular Hydrogen Emission from the Inner 400 Parsecs of the Galaxy","12 pages, 2 postscript figures, uses aaspp4.sty","ApJL 457 (1996) L43-L46","10.1086/309881",,"astro-ph",,"  We have mapped the H_2 v=1-0 S(1) (\lambda=2.1215 \micron) emission line
along a 400 pc long strip and in a 50 pc region in the Galactic center. There
is H_2 emission throughout the surveyed region. The typical de-reddened (A_K =
2.5 mag) surface brightness, about 3 X 10^{-5} ergs/s/cm^2/sr, is similar to
the surface brightness in large-scale photon-dominated regions in the galactic
disk. We investigate two possible excitation mechanisms for the H_2 emission:
UV-excitation by photons from OB stars, and shock waves, and conclude that
UV-excitation is more likely. The total H_2 v=1-0 S(1) luminosity in the inner
400 pc region of the Galaxy is 8000 L_sun. The ratio of the H_2 to far-IR
luminosity in the inner 400 pc of the Galaxy agrees with that in starburst
galaxies and ultraluminous infrared bright galaxies.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 21:35:33 GMT""}]","2009-10-28"
"astro-ph/9604175","David H. Weinberg","David H. Weinberg, Lars Hernquist, and Neal Katz","Photoionization, Numerical Resolution, and Galaxy Formation","25 pages, w/ embedded figures. Submitted to ApJ. Also available at
  http://www-astronomy.mps.ohio-state.edu/~dhw/Docs/preprints.html",,"10.1086/303683",,"astro-ph",,"  Using cosmological simulations that incorporate gas dynamics and
gravitational forces, we investigate the influence of photoionization by a UV
radiation background on the formation of galaxies. In our highest resolution
simulations, we find that photoionization has essentially no effect on the
baryonic mass function of galaxies at $z=2$, down to our resolution limit of
$5e9 M_\sun$. We do, however, find a strong interplay between the mass
resolution of a simulation and the microphysics included in the computation of
heating and cooling rates. At low resolution, a photoionizing background can
appear to suppress the formation of even relatively massive galaxies. However,
when the same initial conditions are evolved with a factor of eight better mass
resolution, this effect disappears. Our results demonstrate the need for care
in interpreting the results of cosmological simulations that incorporate
hydrodynamics and radiation physics. For example, we conclude that a simulation
with limited resolution may yield more realistic results if it ignores some
relevant physical processes, such as photoionization. At higher resolution, the
simulated population of massive galaxies is insensitive to the treatment of
photoionization and star formation, but it does depend significantly on the
amplitude of the initial density fluctuations. By $z=2$, an $\Omega=1$ cold
dark matter model normalized to produce the observed masses of present-day
clusters has already formed galaxies with baryon masses exceeding $1e11
M_\sun$.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 21:56:26 GMT""}]","2009-10-28"
"astro-ph/9604176","Matt Lehner","C. Alcock, R.A. Allsman, D. Alves, T.S. Axelrod, A. Becker, D.P.
  Bennett, K.H. Cook, K.C. Freeman, K. Griest, J. Guern, M.J. Lehner, S.L.
  Marshall, B.A. Peterson, M.R. Pratt, P.J. Quinn, A.W. Rodgers, C.W. Stubbs,
  and W. Sutherland","The MACHO Project: Limits on Planetary Mass Dark Matter in the Galactic
  Halo from Gravitational Microlensing","Submitted to ApJ, 4/28/96","Astrophys.J. 471 (1996) 774","10.1086/178005",,"astro-ph hep-ph",,"  The MACHO project has been monitoring about ten million stars in the Large
Magellanic Cloud in the search for gravitational microlensing events caused by
massive compact halo objects (Machos) in the halo of the Milky Way. In our
standard analysis, we have searched this data set for well sampled, long
duration microlensing lightcurves, detected several microlensing events
consistent with Machos in the 0.1 < m < 1.0 M_sun mass range, and set limits on
the abundance of objects with masses 1e-5 < m < 0.1 M_sun. In this paper, we
present a different type of analysis involving the search for very short time
scale brightenings of stars which is used to set strong limits on the abundance
of lower mass Machos. Our analysis of the first two years of data toward the
LMC indicates that Machos with masses in the range 2.5e-7 < m < 5.2e-4 M_sun
cannot make up the entire mass of a standard spherical dark halo. Combining
these results with those from the standard analysis, we find that the halo dark
matter may not be comprised of objects with masses 2.5e-7 < m < 8.1e-2 M_sun.
","[{""version"":""v1"",""created"":""Mon, 29 Apr 1996 22:43:47 GMT""}]","2009-10-28"
"astro-ph/9604177","Douglas Welch","C. Alcock, R.A. Allsman, D.R. Alves, T.S. Axelrod, A. Becker, D.P.
  Bennett, G.C. Clayton, K.H. Cook, K.C. Freeman, K. Griest, J.A. Guern, D.
  Kilkenny, M.J. Lehner, S.L. Marshall, B.A. Peterson, M.R. Pratt, P.J. Quinn,
  A.W. Rodgers, C.W. Stubbs, W. Sutherland, and D.L. Welch (The MACHO
  Collaboration)","The MACHO Project LMC Variable Star Inventory: III. New R Coronae
  Borealis Stars","29 pages, 8 embedded Postscript figures, uses aasms4.sty. Accepted
  for publication in the Oct 10 ApJ. Also available at
  http://wwwmacho.anu.edu.au/ or http://wwwmacho.mcmaster.ca/ Title and
  authorlist corrected",,"10.1086/177890",,"astro-ph",,"  We report the discovery of two new R Coronae Borealis (RCB) stars in the
Large Magellanic Cloud (LMC) using the MACHO project photometry database. The
identification of both stars has been confirmed spectroscopically. One is a
cool RCB star (T_eff about 5000 K) characterized by very strong Swan bands of
C_2 and violet bands of CN, and weak or absent Balmer lines, G-band and 12C-13C
bands. The second star is an example of a hot RCB star of which only 3 were
previously known to exist in the Galaxy and none in the LMC. Its spectrum is
characterized by several C II lines in emission. Both stars have shown deep
declines of Delta V > 4 mag in brightness. The new stars are significantly
fainter at maximum light than the three previously known LMC RCB stars. The
amount of reddening toward these stars is somewhat uncertain but both seem to
have absolute magnitudes, M_V, about half a magnitude fainter than the other
three stars. Estimates of M_Bol find that the hot RCB star lies in the range of
the other three stars while the cool RCB star is fainter. The two cool LMC RCB
stars are the faintest at M_Bol. The discovery of these two new stars brings to
five the number of known RCB stars in the LMC and demonstrates the utility of
the MACHO photometric database for the discovery of new RCB stars.
","[{""version"":""v1"",""created"":""Tue, 30 Apr 1996 00:37:24 GMT""},{""version"":""v2"",""created"":""Tue, 7 May 1996 14:07:35 GMT""}]","2009-10-28"
